year,gdp_smooth
128,46142147.089336485
129,46180339.88742207
130,46218564.298467115
131,46256820.348638326
132,46295108.06412405
133,46333427.471134305
134,46371778.59590081
135,46410161.46467703
136,46448576.1037381
137,46487022.53938095
138,46525500.79792425
139,46564010.90570847
140,46602552.88909589
141,46641126.77447056
142,46679732.588238455
143,46718370.35682733
144,46757040.10668686
145,46795741.86428858
146,46834475.656125955
147,46873241.50871437
148,46912039.448591195
149,46950869.50231569
150,46989731.69646918
151,47028626.05765493
152,47067552.61249828
153,47106511.38764655
154,47145502.409769155
155,47184525.70555756
156,47223581.301725365
157,47262669.225008234
158,47301789.502164
159,47340942.1599726
160,47380127.22523617
161,47419344.72477903
162,47458594.6854477
163,47497877.134110905
164,47537192.097659625
165,47576539.6030071
166,47615919.677088834
167,47655332.346862644
168,47694777.63930864
169,47734255.58142929
170,47773766.20024937
171,47813309.52281608
172,47852885.57619896
173,47892494.38748998
174,47932135.983803555
175,47971810.39227647
176,48011517.64006806
177,48051257.75436008
178,48091030.76235682
179,48130836.69128506
180,48170675.568394125
181,48210547.42095589
182,48250452.27626485
183,48290390.16163801
184,48330361.10441505
185,48370365.13195824
186,48410402.27165254
187,48450472.550905555
188,48490575.99714756
189,48530712.637831554
190,48570882.500433266
191,48611085.612451136
192,48651322.001406394
193,48691591.69484305
194,48731894.720327884
195,48772231.10545054
196,48812600.87782346
197,48853004.06508194
198,48893440.69488417
199,48933910.79491124
200,48974414.39286713
201,49014951.51647876
202,49055522.19349602
203,49096126.4516917
204,49136764.31886167
205,49177435.82282476
206,49218140.991422825
207,49258879.852520764
208,49299652.43400656
209,49340458.76379125
210,49381298.86980901
211,49422172.780017115
212,49463080.522395976
213,49504022.12494917
214,49544997.61570347
215,49586007.022708826
216,49627050.3740384
217,49668127.69778861
218,49709239.02207914
219,49750384.37505291
220,49791563.78487616
221,49832777.27973844
222,49874024.88785265
223,49915306.63745501
224,49956622.55680513
225,49997972.674186006
226,50039357.01790406
227,50080775.61628911
228,50122228.497694455
229,50163715.690496854
230,50205237.22309655
231,50246793.1239173
232,50288383.421406366
233,50330008.14403459
234,50371667.32029635
235,50413360.97870963
236,50455089.147816025
237,50496851.856180705
238,50538649.13239256
239,50580481.00506408
240,50622347.50283147
241,50664248.65435462
242,50706184.48831716
243,50748155.033426456
244,50790160.31841363
245,50832200.37203358
246,50874275.22306504
247,50916384.90031051
248,50958529.43259636
249,51000708.848772846
250,51042923.17771406
251,51085172.448318
252,51127456.689506605
253,51169775.93022575
254,51212130.199445255
255,51254519.52615894
256,51296943.93938457
257,51339403.468164
258,51381898.14156308
259,51424427.98867175
260,51466993.03860398
261,51509593.32049788
262,51552228.86351567
263,51594899.69684368
264,51637605.84969246
265,51680347.351296656
266,51723124.23091519
267,51765936.51783114
268,51808784.24135187
269,51851667.43080898
270,51894586.11555833
271,51937540.324980125
272,51980530.08847885
273,52023555.43548334
274,52066616.39544679
275,52109712.997846775
276,52152845.27218527
277,52196013.24798868
278,52239216.95480781
279,52282456.422217965
280,52325731.67981892
281,52369042.75723494
282,52412389.68411483
283,52455772.49013191
284,52499191.20498408
285,52542645.858393826
286,52586136.48010822
287,52629663.09989896
288,52673225.74756238
289,52716824.4529195
290,52760459.245816015
291,52804130.156122304
292,52847837.213733494
293,52891580.44856945
294,52935359.89057479
295,52979175.56971894
296,53023027.51599611
297,53066915.75942536
298,53110840.33005057
299,53154801.2579405
300,53198798.57318883
301,53242832.30591409
302,53286902.48625978
303,53331009.144394346
304,53375152.31051118
305,53419332.014828704
306,53463548.28759034
307,53507801.1590645
308,53552090.659544736
309,53596416.81934959
310,53640779.668822736
311,53685179.23833297
312,53729615.558274224
313,53774088.659065574
314,53818598.57115128
315,53863145.3250008
316,53907728.95110881
317,53952349.479995266
318,53997006.9422053
319,54041701.36830942
320,54086432.78890337
321,54131201.23460827
322,54176006.736070536
323,54220849.323961996
324,54265729.02897982
325,54310645.881846644
326,54355599.91331048
327,54400591.15414482
328,54445619.63514862
329,54490685.38714633
330,54535788.44098791
331,54580928.827548854
332,54626106.57773023
333,54671321.72245866
334,54716574.29268637
335,54761864.319391236
336,54807191.833576724
337,54852556.866271995
338,54897959.44853189
339,54943399.61143693
340,54988877.38609342
341,55034392.80363335
342,55079945.89521451
343,55125536.692020476
344,55171165.22526063
345,55216831.526170194
346,55262535.62601023
347,55308277.55606769
348,55354057.34765542
349,55399875.03211219
350,55445730.64080269
351,55491624.20511759
352,55537555.75647353
353,55583525.32631316
354,55629532.94610517
355,55675578.647344254
356,55721662.46155124
357,55767784.42027299
358,55813944.555082485
359,55860142.89757889
360,55906379.47938746
361,55952654.33215966
362,55998967.487573154
363,56045318.97733182
364,56091708.83316577
365,56138137.0868314
366,56184603.77011137
367,56231108.914814666
368,56277652.5527766
369,56324234.7158588
370,56370855.43594933
371,56417514.744962595
372,56464212.674839444
373,56510949.25754715
374,56557724.52507943
375,56604538.50945654
376,56651391.24272519
377,56698282.75695863
378,56745213.08425665
379,56792182.256745614
380,56839190.3065785
381,56886237.265934855
382,56933323.16702091
383,56980448.04206951
384,57027611.92334022
385,57074814.84311927
386,57122056.83371964
387,57169337.92748105
388,57216658.156769976
389,57264017.55397971
390,57311416.1515303
391,57358853.98186874
392,57406331.07746874
393,57453847.47083099
394,57501403.194483064
395,57548998.280979425
396,57596632.7629015
397,57644306.67285771
398,57692020.04348342
399,57739772.907441065
400,57787565.29742005
401,57835397.24613688
402,57883268.786335155
403,57931179.95078551
404,57979130.77228578
405,58027121.28366091
406,58075151.51776301
407,58123221.507471405
408,58171331.285692625
409,58219480.88536042
410,58267670.33943582
411,58315899.680907145
412,58364168.94278999
413,58412478.15812731
414,58460827.35998938
415,58509216.58147388
416,58557645.85570587
417,58606115.21583781
418,58654624.69504963
419,58703174.32654872
420,58751764.14356994
421,58800394.17937565
422,58849064.467255786
423,58897775.04052781
424,58946525.93253675
425,58995317.17665526
426,59044148.80628361
427,59093020.854849696
428,59141933.35580911
429,59190886.34264512
430,59239879.84886871
431,59288913.90801862
432,59337988.553661324
433,59387103.81939109
434,59436259.73882999
435,59485456.345627956
436,59534693.67346271
437,59583971.75603992
438,59633290.627093084
439,59682650.32038369
440,59732050.869701125
441,59781492.308862746
442,59830974.67171394
443,59880497.99212805
444,59930062.30400652
445,59979667.64127878
446,60029314.03790243
447,60079001.52786312
448,60128730.14517464
449,60178499.92387892
450,60228310.89804612
451,60278163.10177456
452,60328056.56919077
453,60377991.33444957
454,60427967.43173401
455,60477984.89525546
456,60528043.75925361
457,60578144.05799646
458,60628285.825780414
459,60678469.096930236
460,60728693.90579911
461,60778960.28676866
462,60829268.27424896
463,60879617.90267856
464,60930009.20652454
465,60980442.22028248
466,61030916.97847654
467,61081433.51565944
468,61131991.86641249
469,61182592.065345645
470,61233234.1470975
471,61283918.146335326
472,61334644.097755075
473,61385412.036081426
